"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Surrey Water",00582,88888.04,"582L05",535645.4,180082.4,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.13,"582L14",535711.8,180072.8,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.19,"582L20",535759.1,180078.1,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.35,"582L36",535714.9,179989,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.39,"582L40",535693.1,179959,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.57,"582L58",535640,180003,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Surrey Water",00582,88888.68,"582L71",535628.6,180002.6,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Deal Porters Walk",00583,1015.00,"583L15",535638.56,179926.44,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Deal Porters Walk",00583,1018.00,"583L18",535629.1,179969.9,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Howland Quay",00586,8008.00,"586L03",535884.2,178998.2,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Finland Quay",00587,88888.15,"587L15",536283.19,179201.05,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Finland Quay",00587,88888.17,"587L17",536240.66,179186.6,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Finland Quay",00587,88888.23,"587L17A",536234.31,179203.22,"Not Applicable","LED","2029/2030",3,"2026/2027"
"South Sea Quay",00589,88888.03,"589L02",536661,179180,"Not Applicable","LED","2029/2030",3,"2026/2027"
"South Sea Quay",00589,88888.05,"589L03",536657,179206,"Not Applicable","LED","2029/2030",3,"2026/2027"
"South Sea Quay",00589,88888.08,"589L10",536640,179241,"Not Applicable","LED","2029/2030",4,"2029/2030"
"South Sea Quay",00589,100000.00,"589L06",536614,179214,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Swedish Quay",00591,88888.02,"591L02",536406.1,179099.1,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Swedish Quay",00591,88888.07,"591L07",536302.6,179086.6,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Swedish Quay",00591,88888.09,"591L09",536257.8,179071.8,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Swedish Quay",00591,88888.22,"591L26",536259.1,179033.1,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Swedish Quay",00591,100001.00,"591L13",536192,179049,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Swedish Quay",00591,100002.00,"591L24",536230.4,179005.4,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Denmark Quay",00593,88888.13,"593L13",536633.1,179342.1,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Paxton Roundabout",00802,11625.00,"0802L01",533215.6,171642.6,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Paxton Roundabout",00802,11630.00,"0802L02",533204.5,171614.6,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Glenhurst Court",02065,2.00,"2065L02",533565.82,171390.34,"Not Applicable","SON","2029/2030",2,"2024/2025"
"St Stephens Church Path",02219,14535.00,"2219L04",533644.97,172130.8,"Not Applicable","LED","2029/2030",3,"2026/2027"
"The Cottage",02494,3801.00,"2494L01",534816.57,175433.93,"Not Applicable","LED","2029/2030",3,"2026/2027"
"The Cottage",02494,3801.02,"2494L03",534835.48,175460.09,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Adys Road Footpath",02690,6254.01,"2690L05",534107.88,175431.19,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Overhill Passage",02696,11490.00,"2696L01",534572.3,173921.08,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Overhill Passage",02696,11491.00,"2696L02",534602.24,173904.78,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Overhill Passage",02696,11492.01,"2696L04",534636.74,173887.06,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Abbey Street",22500001,10.00,"6L02",534019.1,179479.9,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Abbey Street",22500001,29.00,"6L21",533756,179430.4,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Abbey Street",22500001,36.10,"6L29",533527,179388,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Abbey Street",22500001,39.00,"6L33",533432,179373,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Abbey Street",22500001,100006.00,"6BL03",533878.8,179457.7,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100008.00,"6BL05",533896.8,179444.7,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100009.00,"6BL06",533846.8,179450.7,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100038.00,"6BL35",533863.8,179442,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100039.00,"6BL36",533861.8,179442,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100049.00,"6BL46",533866.8,179447,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100050.00,"6BL47",533863.8,179446,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Abbey Street",22500001,100051.00,"6BL48",533860.8,179446.7,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Acacia Grove",22500010,87.03,"2077L04",532916.16,172728.89,"Not Applicable","LED","Not Applicable","Green","2025/2026"
"Acorn Walk",22500012,99999.01,"285L01",536520.36,180221.72,"Not Applicable","LED","2030/2031","High Amber","2022/2023"
"Addington Square",22500014,101.00,"2032L01",532438.6,177498.38,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Addington Square",22500014,102.00,"2032L03",532490.4,177490.13,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Addington Square",22500014,103.00,"2032L04",532497.51,177517.01,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Albany Road",22500023,138.00,"2302L05",533634.76,178283.86,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,144.00,"2302L11",533570.93,178221.46,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,146.00,"2302L13",533541.54,178192.78,"Not Applicable","LED","2026/2027","High Amber","2026/2027"
"Albany Road",22500023,160.00,"2302L29",533178.36,177944.54,"Not Applicable","LED","2026/2027","High Amber","2026/2027"
"Albany Road",22500023,163.00,"2302L26",533247.92,177982.19,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,187.00,"2302L52",532801,177739.34,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,198.00,"2302L39",532980.44,177834.01,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,203.00,"2302L34",533049.92,177880.72,"Not Applicable","LED","2026/2027","Green","2026/2027"
"Albany Road",22500023,205.00,"2302L32",533101.68,177910.75,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2031/2032"
"Alberta Street",22500031,208.00,"1157L03",531793.12,178383.94,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Albion Street",22500033,219.00,"250L23",535461.44,179822.9,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2038/2039"
"Albion Street",22500033,230.00,"250L12",535258.36,179655.52,"Not Applicable","LED","2028/2029","High Amber","2022/2023"
"Albion Street",22500033,100003.00,"250L05",535146.18,179578.05,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Albion Street",22500033,100011.00,"250X02",535257,179675,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2039/2040"
"Aldbridge Street",22500035,252.02,"1198L07",533257.7,178352.6,"Not Applicable","LED","2027/2028","Limitation","2026/2027"
"Albrighton Road",22500036,239.01,"2116L07",533364.75,175684.21,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Alexis Street",22500040,254.00,"114L02",534386,178869,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Alexis Street",22500040,256.00,"114L04",534338,178873,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Alleyn Crescent",22500043,276.01,"2079L03",532965.16,172552.8,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Alleyn Park",22500045,317.02,"2549L39",533135.89,172338.77,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Alleyn Park",22500045,317.04,"2549L41",533134.77,172367.35,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Alleyn Park",22500045,317.20,"2549L57",533000.2,172598.07,"Not Applicable","LED","2029/2030","Low Amber","2025/2026"
"Alleyn Park",22500045,317.37,"2549L74",532956.52,172969.18,"Not Applicable","LED","2029/2030","Green","2025/2026"
"Canada Water Walkway",22500051,88888.13,"596L01",535580.3,179447.38,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Canada Water Walkway",22500051,88888.41,"596L29",535664,179323,"Not Applicable","LED","2028/2029","Green","2023/2024"
"Canada Water Walkway",22500051,88888.43,"596L31",535640,179315,"Not Applicable","LED","2028/2029","Green","2023/2024"
"Canada Water Walkway",22500051,88888.45,"596L33",535605,179302,"Not Applicable","LED","2028/2029","Green","2023/2024"
"Canada Water Walkway",22500051,88888.54,"596L42",535506,179359,"Not Applicable","LED","2028/2029","Green","2023/2024"
"Alleyn Road",22500054,325.00,"2080L12",533005.03,172086.21,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Alleyn Road",22500054,329.00,"2080L16",533022.82,171910.09,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Alleyn Road",22500054,333.00,"2080L20",533107.05,171739.16,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Alleyn Road",22500054,335.00,"2080L04",532941.55,172443.15,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Old Salt Quay",22500057,100000.00,"0581L01",535588,180186,"Not Applicable","LED","2027/2028","Green","Not Applicable"
"Alma Grove",22500060,347.00,"127L07",534002.8,178696.7,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Coleman Passage",22500063,100001.00,"2249L02",533093,177465,"Not Applicable","SON","Not Applicable","Green","Not Applicable"
"Coleman Passage",22500063,100002.00,"2249L03",533093,177441,"Not Applicable","SON","Not Applicable","Green","Not Applicable"
"Alpha Street",22500064,352.00,"2733L03",534254.28,176032.34,"Not Applicable","LED","2028/2029","Limitation","2026/2027"
"Alscot Road",22500067,357.00,"106L03",533838,179114,"Not Applicable","LED","2029/2030",5,"2029/2030"
"Alscot Road",22500067,369.00,"106L10",533840,179022,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Amelia Street",22500077,402.00,"1166L05",532132.92,178467.03,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2035/2036"
"Amelia Street",22500077,88888.01,"1166L16",532119.17,178474.08,"Not Applicable","SON","2022/2023","Green","2022/2023"
"America Street",22500079,418.01,"1477L03",532215.83,180105.86,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Amott Road",22500080,434.00,"2673L11",534034.66,175615.61,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Anchor Street",22500082,439.00,"171L01",534662.1,178797.5,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Anchor Street",22500082,441.00,"171L03",534667.1,178759.1,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Anchor Street",22500082,445.00,"171L07",534697.9,178702.1,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Anchor Street",22500082,447.00,"171L09",534698.7,178667.4,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Anchor Street",22500082,88888.04,"171L13",534721.64,178604.77,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Ann Moss Way",22500086,88888.04,"134L03",535165,179342,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Ann Moss Way",22500086,88888.10,"134L09",535162,179300,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Ann Moss Way",22500086,88888.17,"134L16",535195,179264,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Ann Moss Way",22500086,88888.20,"134L19",535159,179214,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Ansdell Road",22500087,460.00," 2485L09",535223.92,176222.22,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Ansdell Road",22500087,461.00," 2485L10",535221,176200.96,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Anstey Road",22500089,471.00,"2731L06",534230.57,175854.35,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Archangel Street",22500090,489.00,"0469L06",535994,179717,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Ashbourne Grove",22500099,521.00,"2310L03",533774.31,175021.7,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Astbury Road",22500103,537.00," 2457L06",535145.02,176979.53,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Astbury Road",22500103,547.00," 2457L11",535119.68,176913,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Astbury Road",22500103,549.00," 2457L13",535107.24,176885.85,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Astbury Road",22500103,552.00," 2457L16",535106.32,176820.93,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Astbury Road",22500103,554.00," 2457L18",535105.68,176789.16,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Astbury Road",22500103,555.00," 2457L19",535095.6,176767.81,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Astbury Road",22500103,556.00," 2457L20",535104.7,176741.05,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Asylum Road",22500104,562.00," 2424L07",534836.1,177380.43,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Asylum Road",22500104,571.00," 2424L16",534911.93,177206.45,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Asylum Road",22500104,572.00," 2424L17",534906.01,177190.97,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Asylum Road",22500104,576.00," 2424L21",534942.62,177116.52,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Asylum Road",22500104,577.00," 2424L22",534937.1,177097.95,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Asylum Road",22500104,100004.00," 2424X41",534997,176751,"Not Applicable","LED","2024/2025","Green","2034/2035"
"Asylum Road",22500104,100005.00," 2424X42",535000,176758,"Not Applicable","LED","2024/2025","Green","2034/2035"
"Athenlay Road",22500109,594.02,"2531L02",535827.5,175030.4,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Athenlay Road",22500109,606.00,"2531L11",535775.16,174847.22,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Avon Place",22500115,88888.01,"1479L04",532366.46,179635.65,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Avondale Rise",22500117,628.00,"2157L05",533764.85,175824.41,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Avonmouth Street",22500120,639.00,"1419L03",532161.57,179368.45,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Ayres Street",22500122,647.00,"1480L02",532283.09,179914.18,"Not Applicable","LED","2028/2029","Limitation","2024/2025"
"Bagshot Street",22500129,676.00,"1303L03",533305.56,178192.68,"Not Applicable","LED","2025/2026","High Amber","2026/2027"
"Bagshot Street",22500129,680.00,"1303L07",533365.8,178117.82,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Baird Gardens",22500130,683.00,"2837L01",533314.74,171633.43,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2033/2034"
"Baird Gardens",22500130,88888.03,"2837L06",533264.19,171669.82,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2033/2034"
"Balaclava Road",22500132,690.00,"128L01",533948.24,178821.78,"Not Applicable","LED","2030/2031",3,"2026/2027"
"Baldwin Crescent",22500135,703.01,"2022L03",532062.71,176831.71,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Baldwin Crescent",22500135,703.06,"2022L08",532136.43,176855.3,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Balfour Street",22500136,707.00,"1118L08",532595.2,178831.7,"Not Applicable","LED","2023/2024","Green","2026/2027"
"Balfour Street",22500136,708.00,"1118L07",532591.1,178845,"Not Applicable","LED","2023/2024","Green","2026/2027"
"Bankside",22500141,751.00,"1519L20",532322.92,180495.03,"Not Applicable","LED","2022/2023","Limitation","2024/2025"
"Bankside",22500141,753.00,"1519L22",532321.07,180495.64,"Not Applicable","LED","2022/2023","Limitation","2024/2025"
"Bankside",22500141,754.00,"1519L23",532329.62,180492.24,"Not Applicable","LED","2022/2023","Limitation","2024/2025"
"Bankside",22500141,88896.00,"1519L29",532301.62,180517.13,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Bankside",22500141,88897.01,"1519L40",532219.89,180550.65,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bankside",22500141,88897.02,"1519L41",532214.71,180557.39,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bankside",22500141,88899.01,"1519L61",532139.73,180543.87,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Bankside",22500141,88899.07,"1519L67",532035.64,180545.29,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Bankside",22500141,88899.16,"1519L76",531956.36,180552.41,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Bankside",22500141,88899.71,"1519L81",531906.37,180545.12,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Bankside",22500141,100007.00,"1519L103",531782,180558,"Not Applicable","LED","2022/2023","Limitation","2024/2025"
